drug,ALogP,ALogp2,AMR,apol,nA,nF,nE,nG,nP,nS,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,bpol,nB,PPSA.1,PPSA.2,PPSA.3,PNSA.1,PNSA.2,PNSA.3,DPSA.1,DPSA.2,DPSA.3,FPSA.1,FPSA.2,FPSA.3,FNSA.1,FNSA.2,FNSA.3,WPSA.1,WPSA.2,WPSA.3,WNSA.1,WNSA.2,WNSA.3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,ECCEN,FMF,fragC,GRAV.1,GRAV.2,GRAV.3,GRAVH.1,GRAVH.2,GRAVH.3,GRAV.4,GRAV.5,GRAV.6,nHBAcc,nHBDon,HybRatio,Kier1,Kier2,Kier3,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sBr,khs.sI,nAtomLC,nAtomP,LOBMAX,LOBMIN,nAtomLAC,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,MLogP,MOMI.X,MOMI.Y,MOMI.Z,MOMI.XY,MOMI.XZ,MOMI.YZ,MOMI.R,PetitjeanNumber,topoShape,geomShape,nRotB,LipinskiFailures,TopoPSA,VABC,VAdjMat,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WD.unity,MW,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,WPATH,WPOL,XLogP,Zagreb
IDELALISIB,4.9984,24.98400256,141.7373,78.771376,0,0,0,0,0,0,21,22,69,0.741892437,-0.443358016,0.005355178,0.05944813,0.112277173,42.88393069,45.32102695,66.45068062,69.96292196,66.07421172,2538.094375,3001.961518,4268.786147,4349.376463,3904.619417,11.85,18.99941421,-0.300933224,0.276097135,4.736072903,10.56707277,49.268624,41,426.3113415,1079.030076,31.72307287,227.253396,-575.1975734,-36.11595195,199.0579455,1654.227649,67.83902482,0.652286326,1.650991882,0.048538532,0.347713674,-0.880092729,-0.055259946,278.62206,705.2160083,20.73308179,148.5248061,-375.928851,-23.60411265,0.098154329,0.108127455,0.370418555,2.946935234,511.1912518,142.3734857,0.782158557,0.217841443,0,0,4,9,2,10,1,0,0,0,0,0.07856742,0.515108422,0.986978531,0,0,0.025,0.173151178,0.265657941,2.747086909,0,0.551086479,0,1.340172631,0,0.169516294,0,6.154446868,10.11895353,14.00598066,2.516291918,3.469476563,3.707117415,26.10371905,17.81690214,16.54420256,13.91099171,11.8940567,9.721687994,6.826239028,5.091757024,21.67051669,12.69687724,9.72581984,6.84192596,4.91555386,3.221850101,1.904238921,1.155458289,1268,0.420289855,3997.1,3290.824818,57.36571117,14.87424468,3615.2051,60.12657566,15.34773577,7749.070496,88.02880492,19.78866686,7,1,0.407407407,28.52587745,12.66877334,6.668162154,4,0,6,0,0,6,1,0,0,8,2,0,0,0,1,0,0,0,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,22,1.470966263,1.443282264,3,0.752970433,4.915730909,6.95239806,0,13.13920647,20.15061279,0,13.80907008,0,0,0,0,0,0,0,0,2.516186808,2.011202253,0.351069466,3.33,13196.39397,10452.56426,4027.965387,1.262503023,3.276193488,2.59499853,10.1015652,0.5,1,0.768010263,7,1,75,443.9103625,6.357552005,1.722757603,7.676468051,21.37483588,0.055980833,0.249446049,0.432474407,0.473626781,0.589315251,30.77406153,214.1315995,527.5813184,0.270929839,1.49541644,506.5944054,64.52690086,2.081512931,27.486129,2.616929424,22.30415333,5046,62,4.031,200
ASPIRIN,2.7755,7.70340025,97.7957,50.891895,0,0,0,0,0,0,15,16,42,0.699798779,-0.263544658,-0.217133414,0.173547432,-0.014523161,77.02550738,38.69543868,58.53612051,64.87201816,65.16175556,1742.738872,2059.764111,2924.227524,3020.079208,2717.201756,11.9,78.9183375,-0.39338501,0.255903398,3.796675667,10.6620474,26.268105,29,214.0355948,284.1995709,16.90125954,151.364732,-200.9842892,-31.42928792,62.67086281,485.1838601,48.33054746,0.585756441,0.777775908,0.04625409,0.414243559,-0.550038614,-0.0860133,78.20867632,103.8466161,6.175725761,55.30872256,-73.43972497,-11.48427208,0.220829258,0.24673295,1.076441269,5.965646463,227.9299429,137.470384,0.623781442,0.376218558,0,0,1,11,1,2,0,0,0,0,0,0.096225045,0.333224285,0.635879445,0,0,0.028867513,0.102066394,0.169804453,1.899229726,0,0.578547171,0,0.936546337,0,0.122599481,0,4.697033973,7.325255081,10.69782293,1.611143013,1.965845756,2.304422038,19.55167728,12.91792266,11.66922746,9.859138332,7.963826593,6.3143416,4.750326593,3.160089348,15.67899223,8.599305282,6.504415258,4.247331448,2.801685389,1.896529296,1.104335478,0.593190642,553,0.380952381,1234.1,2664.420004,51.61802014,13.86333002,2829.615712,53.19413231,14.14411633,6440.515367,80.25282155,18.60545122,4,3,0.176470588,21.70273484,9.666864961,4.950743802,1,0,2,0,0,5,0,0,1,6,2,0,0,0,2,0,0,0,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,7,20,1.419478312,1.178822312,2,0,1.166666667,1.876330151,0,3.939606995,15.75194006,0,12.40444981,0,0,0.166666667,0.666666667,0,0,0,0,0.655185349,0.814325285,0,2.23,9379.721086,6961.350965,2765.903864,1.34739954,3.391195626,2.516844875,8.984606523,0.461538462,0.857142857,0.725431719,7,0,88.41,313.5036092,5.857980995,0.525054285,8.081288052,12.50091074,0.024875538,0.382867824,0.332515891,0.460397693,0.480957041,21.10725308,111.8302323,185.9802862,0.194192478,1.273870625,441.2269836,25.25208518,1.942468091,10.19241027,10.19241027,0,1808,44,0.67,140
APITOLISIB,-1.2486,1.55900196,52.9042,31.554688,1,0,0,1,0,0,0,0,31,0.514169186,-0.281375135,0.032811595,0.105480826,-0.179841688,18.76332831,15.99336753,21.0688752,17.76792686,17.6572796,640.7124637,661.1959331,751.6058708,684.9023916,624.0653631,11.89,15.99692673,-0.330513367,0.276253294,4.232073373,8.846569961,20.067312,14,310.6689232,620.7821097,27.30979656,149.5023485,-298.7372613,-41.58289543,161.1665747,919.5193709,68.89269199,0.675115859,1.349024044,0.059347026,0.324884141,-0.649187117,-0.090363954,142.9609134,285.6660928,12.56718381,68.7966858,-137.4703054,-19.13525387,0.138197293,0.165350566,0.521534219,3.239789514,281.3818838,178.7893878,0.611472078,0.388527922,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1.316496581,0,0.166666667,0,0.331364372,0,0.0186339,0,1.543191424,1.58160016,2.029359799,0.385760339,0.412298268,0.365820435,11.84493498,6.93042811,6.311949602,3.323352364,2.287960973,1.656472782,0.665963653,0.462173041,8.564294923,4.484638481,3.040162073,1.62088045,1.006309645,0.555132479,0.232080631,0.115777395,199,0,690.07,1194.13517,34.55626094,10.60924543,1378.674286,37.13050345,11.12979654,2323.689375,48.20466134,13.24522553,7,4,0.625,15,8.186851211,8.96,1,0,3,0,0,0,1,0,3,0,0,0,2,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1.574872152,1.277410496,5,0,0.6082202,1.277886208,0,2.381101578,4.326341831,0,1.8256723,0,0,0.814325285,0,0,0.5,1.069044968,0,0.2,0,0,1.57,2426.591894,2143.229885,622.7125103,1.132212606,3.896809288,3.441764618,6.558869898,0.444444444,0.8,0.814311873,7,0,130.8,209.3726805,4.807354922,1.322968901,2.089672054,9.969354949,0.098861852,0.156155484,0.475320655,0.347077167,0.549251558,13.3819959,36.78640013,77.72938702,0.308736997,1.37164938,216.2379668,28.16906687,1.877937791,17.76171676,7.203231587,10.55848518,440,15,-3.309,62
CH5132799,3.7281,13.89872961,112.9843,59.781274,0,0,0,0,0,0,21,22,49,0.653394712,-0.415266055,0.217164452,-0.268198675,0.131651502,35.79637528,38.40660609,56.3417543,63.03108148,65.82948592,2262.304181,2739.982852,3988.243695,4374.797778,4285.566578,11.85,18.99840813,-0.273913127,0.248599014,4.802128221,11.88009975,30.418726,35,426.3113415,1079.030076,31.72307287,227.253396,-575.1975734,-36.11595195,199.0579455,1654.227649,67.83902482,0.652286326,1.650991882,0.048538532,0.347713674,-0.880092729,-0.055259946,278.62206,705.2160083,20.73308179,148.5248061,-375.928851,-23.60411265,0.098154329,0.108127455,0.370418555,2.946935234,511.1912518,142.3734857,0.782158557,0.217841443,0,0,4,12,1,1,2,0,0,0,0,0.11785113,0.434880472,0.717967235,0,0,0.032274861,0.11363622,0.129984607,1.755873433,0,0.567463657,0,0.685883839,0,0.132553318,0,4.979319443,9.34786464,13.59009065,1.601887346,2.323099335,2.804459332,21.37166824,15.1690351,13.42958291,12.12206133,10.95849408,8.705619208,6.330574061,4.739633782,16.58024048,9.842638447,7.008666385,5.140922618,3.655943128,2.469859089,1.459896304,0.902823631,619,0.551020408,1879.09,2882.369101,53.68769972,14.23147337,3071.547831,55.42154663,14.53625147,6781.216436,82.34814167,18.92790447,7,2,0.136363636,22.7755102,10.092,4.537037037,1,0,1,0,0,10,1,0,0,4,4,0,0,0,1,1,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,17,1.230380006,1.04900946,3,0,1.936074373,2.199129579,0,10.77931242,24.30113725,0,13.69109391,0,0,0,0,0,0,0,0,4.335286184,1.319997634,0,2.89,6440.878351,5186.568814,2358.863435,1.241838021,2.730500738,2.198757561,8.055683773,0.454545455,0.833333333,0.689793671,5,0,99.16,343.8834296,6.129283017,2.3765388,5.98841171,9.642277445,0.131976938,0.332556001,0.315865843,0.405499336,0.426316371,18.00722796,94.88886641,250.1220247,0.151600296,1.14768155,415.4238539,64.52690086,2.081512931,27.486129,2.616929424,22.30415333,2453,55,3.274,170
ALPELISIB,1.2021,1.44504441,43.9488,24.382344,0,0,0,0,0,0,6,6,21,0.448010349,-0.238026045,0.055242086,-0.115766308,0.175925166,16.09787614,14.66045989,20.54148993,18.65673582,18.87358191,564.5344826,625.394696,799.5450137,732.6482704,556.6910577,11.89,15.9979237,-0.327686475,0.306182994,3.985396979,8.644205451,12.577656,13,214.0355948,284.1995709,16.90125954,151.364732,-200.9842892,-31.42928792,62.67086281,485.1838601,48.33054746,0.585756441,0.777775908,0.04625409,0.414243559,-0.550038614,-0.0860133,78.20867632,103.8466161,6.175725761,55.30872256,-73.43972497,-11.48427208,0.220829258,0.24673295,1.076441269,5.965646463,227.9299429,137.470384,0.623781442,0.376218558,0,0,2,5,1,1,0,0,0,0,0,0,0.083333333,0.107038088,0,0,0,0.027777778,0.025229119,1.044331054,0,0.204124145,0,0.260071229,0,0.030186502,0,1.652847622,2.541232856,3.122748345,0.39234146,0.474383709,0.457103458,9.844934983,6.109060905,5.581957363,3.598329947,3.012151371,2.158719217,1.240882803,0.508588337,6.981359544,3.617453648,2.394955678,1.371154665,0.887171219,0.521438127,0.198315454,0.07057334,123,0.285714286,285.04,1135.877128,33.70277627,10.43383068,1223.300998,34.97572012,10.69492582,2273.10596,47.677101,13.14840966,3,1,0.111111111,11.07692308,5.024221453,3.324099723,1,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,12,1.239912726,1.026773081,2,0,0.808206202,1.437216448,0,3.965406457,6.373468493,0,3.14734519,0,0,0.721124785,0.944940787,0,0,0,0,0,0,0,2.01,981.2010859,661.051911,473.312191,1.484302624,2.073052637,1.396650928,4.852395798,0.5,1,0.812717481,3,0,63.6,162.9424749,4.700439718,0.332159977,2.855153825,5.4739906,0.038349879,0.329644785,0.241639315,0.374272981,0.493378034,8.661304402,18.39569362,32.24835461,0.224004002,1.109290329,180.1577688,25.25208518,1.942468091,10.19241027,10.19241027,0,246,16,1.422,60
TASELISIB,1.3333,1.77768889,135.1115,74.58979,0,0,0,0,0,0,15,16,65,0.993330214,-0.60463091,-0.022582689,0.152521255,0.04252515,46.33100256,46.65921311,69.35187474,75.68489341,68.13583448,2796.653105,3373.036708,4918.062536,5120.549189,4814.841628,11.85,31.97207279,-0.383889212,0.231428864,4.851592627,13.02444431,48.51021,39,594.6098633,1878.097478,38.56634575,194.5379791,-614.4554782,-48.38301424,400.0718842,2492.552956,86.94935999,0.753483481,2.379905738,0.048870875,0.246516519,-0.778631639,-0.061310456,469.2350907,1482.096573,30.43454854,153.5192265,-484.8962148,-38.1813513,0.07317843,0.121461684,0.135780413,3.265381772,603.7339974,185.413845,0.76504549,0.23495451,0,0,5,3,2,11,1,0,0,0,0,0.07856742,0.559323747,0.81523822,0,0,0.076546554,0.327989292,0.405105861,2.452614416,0,0.725953426,0,1.355094273,0,0.292644513,0,6.16222656,8.962309475,12.97938279,3.058086473,4.322487512,5.484873429,24.52636878,16.90188724,15.61563024,13.54868791,10.81005449,9.278701659,6.697041606,5.288859189,20.79231232,12.6188689,10.01072769,7.757329985,5.739939193,4.253117746,2.656680305,1.9155213,989,0.430769231,3571.12,3233.305381,56.86216124,14.78707384,3547.938077,59.56457066,15.25194898,7598.648453,87.17022687,19.65978591,11,2,0.52173913,26.60092045,11.8067602,6.027700831,2,0,9,0,0,2,1,0,1,6,2,0,1,0,0,0,0,0,4,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,17,1.698381207,1.215463696,3,0.1,3.175403843,3.837472903,0,10.54035961,21.80024521,0,10.77964746,0,0,0.333333333,0.138013112,0,0,1.154700538,0.279845086,1.889881575,1.809075812,0.550321208,2.67,13562.49433,11401.14949,3514.44292,1.189572538,3.859073726,3.244084411,10.14538296,0.470588235,0.888888889,0.873854971,6,1,162.07,423.6439278,6.285402219,2.227603136,6.700143147,22.43830107,0.071019568,0.213611332,0.371300766,0.379228123,0.569735823,31.36604735,215.2487188,581.512241,0.286526825,1.320264712,498.6030737,72.23411023,2.063831721,36.46885048,7.898857645,25.36510446,3900,59,-0.625,190
MOTESANIB,0.0956,0.00913936,97.8203,52.075067,0,0,0,0,0,0,12,12,45,0.779066032,-0.559278325,0.344295544,-0.266777932,0.160365877,36.97102225,40.8867704,53.73101199,53.82467578,51.70723983,2005.511412,2414.411102,3597.389777,3617.290833,3503.526482,11.85,31.97207233,-0.378086528,0.217316958,5.333228654,12.04926981,37.742933,29,416.9458938,977.6380614,27.7522756,179.3757285,-420.5930362,-42.69953078,237.5701653,1398.231098,70.45180638,0.699196337,1.639447615,0.046539107,0.300803663,-0.705312403,-0.071604868,248.6338518,582.9867147,16.54928201,106.9656254,-250.8087217,-25.46265346,0.092511123,0.16121109,0.111602789,3.760118118,420.1728985,176.1487238,0.704607854,0.295392146,0,0,3,1,2,5,1,0,0,0,0,0.096225045,0.412660421,0.681942357,0,0,0.055901699,0.161972347,0.213072286,2.680799959,0.288675135,0.664151739,0.11785113,0.959727855,0.045615046,0.195208532,0.016127354,4.767463733,7.628976958,10.87909428,1.783448727,2.413276159,2.752746582,18.31119031,12.43167156,12.19095876,9.672427757,8.26114574,6.909315482,5.132085069,3.979786745,14.494708,8.686232653,6.664670504,4.702607578,3.36469115,2.251297179,1.37302474,0.890792517,483,0.466666667,1654.11,2795.880614,52.87608736,14.08768204,2993.886711,54.71642086,14.4126925,5980.383403,77.33293867,18.15138113,10,1,0.466666667,19.32223543,7.78799351,4.077562327,1,0,6,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,4,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,3,18,1.222520092,1.222520092,0,0,1.317864667,1.192793914,0,6.669733823,13.43899929,0,5.999228805,0,0,0.5,0.222222222,0,0,1.074569932,0.25,1.650963624,2.117730125,0.25,1.9,5756.448368,3637.145657,2445.291466,1.582682936,2.354094981,1.487407823,7.865935911,0.454545455,0.833333333,0.806508633,3,0,135.81,302.8086667,5.857980995,1.010293242,6.93905721,10.01634709,0.056234568,0.386239231,0.392284012,0.531140047,0.435989429,17.96569755,86.6339359,174.8190605,0.16814465,1.359413488,377.423135,53.52375196,2.058605844,32.99688649,7.797682755,21.91512745,1542,43,0.53,144
AZD-1480,2.9332,8.60366224,106.1784,59.784446,1,0,0,1,1,0,11,11,52,0.814336269,-0.510983337,0.216355638,-0.198704505,0.118564163,43.98272503,39.41092903,67.02604347,66.15119983,64.02272315,2125.983248,2536.803436,3665.560183,3510.053279,3274.85985,11.85,31.97207259,-0.279284085,0.399676247,3.994538452,12.46540738,36.475554,32,427.9038671,1082.489683,22.94043385,261.563302,-661.6896869,-44.78492086,166.3405651,1744.17937,67.72535471,0.620629794,1.57003804,0.033272699,0.379370206,-0.959711668,-0.064955843,295.025668,746.3410974,15.81667598,180.3393094,-456.2133153,-30.87773261,0.157957,0.11028944,0,3.624619402,589.4350712,100.032098,0.854913907,0.145086093,0,0,2,5,1,5,3,0,1,0,0,0.214076175,0.439238079,0.662031344,0,0,0.159752413,0.249734306,0.273006684,3.805464793,0.394337567,2.356830329,1.04385662,1.730109636,0.138498731,0.53530685,0.112843752,8.549130162,10.51245498,13.58670431,3.422882613,3.845616,3.89572502,22.26722023,13.91372236,14.28948122,11.23260243,8.400039263,5.967594812,3.975255584,2.922536965,17.52484735,10.1119499,8.669081407,6.345642728,4.197812877,2.457975898,1.466726273,0.938281969,696,0.346153846,2046.11,2760.883593,52.54411093,14.0286549,2992.2764,54.70170382,14.410108,6736.931324,82.07881167,18.8866112,7,2,0.473684211,24.63867188,9.469387755,5.333333333,3,0,3,0,0,3,1,0,2,5,0,2,1,0,1,0,0,0,2,1,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,4,15,2.410152073,2.337077224,3,0.650697637,2.812880915,4.696875794,2.554267456,3.406588489,11.74711365,1.960827215,7.803243207,2.927945925,1,0.2,0,0,0,0.400594355,0.333333333,0.685006711,0.721124785,0,2.34,11497.18834,11336.005,1218.045492,1.014218708,9.439046745,9.306717254,8.782441458,0.5,1,0.862477053,7,0,129.45,369.1315346,6,1.600381154,2.274279071,28.32343892,0.049704212,0.070633955,0.338303199,0.460303577,0.648073314,32.19809914,113.3834156,248.6707139,0.409746375,1.44668009,441.4722992,59.68318677,1.989439559,30.17882621,4.98274267,15.02490776,2611,50,1.82,162
Phosphorylcolamine,2.5114,6.30712996,127.6138,71.314204,2,0,0,1,0,0,21,21,62,0.700171986,-0.298563013,-0.209504704,0.111903386,0.201373965,38.42878048,42.0427836,64.95013681,69.17096265,65.70030517,2518.527948,3050.372434,4545.769447,4711.591034,4406.501427,11.89,15.99593489,-0.343481193,0.219765875,4.809334556,10.60145144,41.403796,38,592.7452299,1519.393942,29.45580948,175.6611306,-450.2751674,-30.19023505,417.0840993,1969.669109,59.64604454,0.771395528,1.977331292,0.038333636,0.228604472,-0.585985737,-0.039289413,455.4692048,1167.511969,22.63403136,134.97913,-345.9943026,-23.19836864,0.085611255,0.133949806,0.080770756,1.94170185,668.7538061,99.65255434,0.870312689,0.129687311,0,0,7,5,3,7,1,1,0,0,0,0.31030122,0.581496977,1.043134564,0,0,0.084561527,0.153120487,0.241465521,3.34336916,0.166666667,1.467664055,0.25,1.783405935,0.111803399,0.390289457,0.055219827,8.229577038,11.23513926,15.77220431,3.068852191,3.376225632,3.897847028,24.19794165,16.14590418,15.9778143,13.608376,10.97287312,8.83847457,6.889397031,5.114855993,19.98000747,11.28223608,9.320334031,6.135870231,4.024361124,2.779768076,1.770788247,1.066598248,924,0.387096774,3234.1,3096.211828,55.64361444,14.57505565,3384.45594,58.17607704,15.01399574,7074.859665,84.112185,19.19726131,6,1,0.375,25.64127424,10.0451843,4.96,5,0,2,0,0,6,1,0,1,8,0,1,1,0,0,0,0,0,4,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,22,1.836649011,1.836649011,3,1.242639758,5.27189774,8.03106823,1.026344556,7.696725276,20.0290244,1.501907241,10.20821059,1.631248062,0,0,0.111111111,0,0,0.407982936,0.388067491,1.107062289,2.929665882,0.424887251,3,13110.24826,11366.1092,2135.537497,1.153450845,6.139085959,5.32236461,9.655003403,0.5,1,0.954869127,5,0,118.67,397.4677443,6.247927513,0.983310349,5.467438149,27.41252031,0.029037668,0.161456302,0.300564788,0.417480629,0.554181367,33.86326881,182.2074627,363.4456084,0.357129523,1.272226785,460.5324381,69.78751303,2.052573913,30.60482532,5.515207478,25.08961784,3627,62,4.236,192
Doxorubicin,2.7212,7.40492944,112.4921,60.358239,0,0,0,0,0,0,18,18,51,0.424786608,-0.240739019,0.090762595,-0.179411611,0.208541226,30.57437054,32.99391131,47.23971707,46.8213688,40.51259549,1925.734893,2257.166025,3163.427447,3013.073685,2479.785559,11.85,15.99492272,-0.287493098,0.238520892,5.498573509,10.16486134,30.721761,31,504.324352,1015.72599,28.89495327,170.0685475,-342.5237015,-25.90841291,334.2558045,1358.249692,54.80336619,0.747819783,1.506133874,0.042845874,0.252180217,-0.50789933,-0.038417387,340.112762,684.9983956,19.48655132,114.6930209,-230.9955522,-17.47244971,0.118364837,0.142631618,0.089337948,1.104822997,589.8332353,84.55966419,0.87461365,0.12538635,0,0,5,9,3,4,0,0,1,0,0,0.083333333,0.537954585,0.745842225,0,0,0.044194174,0.209837419,0.263645963,2.281694594,0.204124145,0.507709789,0.083333333,1.481730331,0.176776695,0.225933011,0.051031036,4.640785675,7.445025758,9.312272607,2.197994754,2.815267084,2.865472416,19.56226716,13.52680657,12.57567057,10.32861589,8.636013058,6.678331286,4.297173454,3.173507413,15.99039174,9.303933783,7.560508592,4.988996194,3.384091728,2.173636654,1.179834023,0.716724216,711,0.490196078,2160.06,2419.934518,49.19282994,13.42562579,2662.565071,51.60004914,13.86011212,5266.048522,72.56754455,17.39782476,6,3,0.227272727,21.24037461,9.42768595,5.201600492,2,0,2,0,0,10,0,0,1,6,0,1,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1.374551696,1.091482493,0,0.5,3.176321232,2.482449708,2,12.56378238,19.63237588,1.939144009,5.991548302,1.608456018,0,0,0,0,0,0,0,1.767810117,0,0,3.22,6799.489984,5116.190236,2390.950173,1.3290143,2.843844285,2.139814662,8.573411571,0.466666667,0.875,0.766686373,6,0,78.94,344.3517264,5.95419631,1.587268154,5.791848819,15.82863119,0.068393889,0.249565308,0.392685564,0.374289377,0.640702912,23.20774817,125.9945383,294.7183307,0.261530602,1.407677853,373.451748,57.60467101,2.057309679,17.93817325,2.582053545,15.35611971,2248,43,2.988,150
SAVOLITINIB,2.7526,7.57680676,88.38,45.512102,0,0,0,0,0,0,17,17,38,0.566416836,-0.320804216,0.038356177,0.061341593,-0.145473628,36.09483646,31.22008312,45.71972231,45.75505505,35.72563243,1427.029152,1639.595709,2213.030501,2050.670215,1784.232968,11.85,34.96885374,-0.246786864,0.27011406,3.875392759,10.04570125,24.187898,26,362.3519184,778.0996153,25.6375324,205.2365501,-440.7165316,-32.40612795,157.1153683,1218.816147,58.04366035,0.638406061,1.370886934,0.045169227,0.361593939,-0.776471962,-0.057094409,205.6667705,441.640369,14.55156775,116.4898992,-250.1456212,-18.39334454,0.094498768,0.114784743,0.618146637,0.182557246,461.6901253,105.8983432,0.813424076,0.186575924,0,0,6,4,0,2,1,0,0,0,0,0.11785113,0.352559179,0.427158138,0,0,0.032274861,0.079512715,0.070928157,1.790336414,0,0.23570226,0,0.74351908,0,0.065463766,0,3.505722798,4.751747027,6.059362579,1.106939019,1.178749915,1.173111453,17.10408353,11.50804039,10.66933144,8.480946365,6.595535171,5.150425088,3.327033144,2.184539422,13.63467722,7.443849411,5.484057749,3.346311941,2.070077681,1.268236555,0.656554428,0.383457685,547,0.526315789,1048.1,2281.64297,47.76654656,13.16484941,2433.13074,49.32677508,13.44998547,5166.302711,71.8769971,17.28727802,7,3,0.214285714,18.78106509,8.589506173,5.25,2,0,0,0,0,4,1,0,0,7,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,13,1.126870667,1.126870667,2,0.1,1.378022074,3.469769625,0,0.991863488,8.040343428,0,6.711594915,0,0,0,0,0,0,0,0,6.703624741,0,0,1.9,4346.353237,2985.609947,2243.739677,1.455767268,1.937102277,1.330640082,7.452273305,0.5,1,0.535891634,5,0,104.3,269.091906,5.700439718,1.663964243,5.250510144,9.116542404,0.10379655,0.327521967,0.334348666,0.426859688,0.504330237,16.03101679,71.77276009,167.4519186,0.176511112,1.265538591,348.7664396,48.66567794,2.027736581,29.54131942,0,24.46206224,1484,33,2.189,124
